cashTranNo;amount;portfolioRefCode
168112;10000000;nt8113
168113;10000000;nt8114
168114;10000000;nt8115
168115;10000000;nt8116
168116;10000000;nt8117
168117;10000000;nt8118
168118;10000000;nt8119
168119;10000000;nt8120
168120;10000000;nt8121
168121;10000000;nt8122
168122;10000000;nt8123
168123;10000000;nt8124
168124;10000000;nt8125
168125;10000000;nt8126
168126;10000000;nt8127
168127;10000000;nt8128
168128;10000000;nt8129
168129;10000000;nt8130
168130;10000000;nt8131
168131;10000000;nt8132
168132;10000000;nt8133
168133;10000000;nt8134
168134;10000000;nt8135
168135;10000000;nt8136
168136;10000000;nt8137
168137;10000000;nt8138
168138;10000000;nt8139
168139;10000000;nt8140
168140;10000000;nt8141
168141;10000000;nt8142
168142;10000000;nt8143
168143;10000000;nt8144
168144;10000000;nt8145
168145;10000000;nt8146
168146;10000000;nt8147
168147;10000000;nt8148
168148;10000000;nt8149
168149;10000000;nt8150
168150;10000000;nt8151
168151;10000000;nt8152
168152;10000000;nt8153
168153;10000000;nt8154
168154;10000000;nt8155
168155;10000000;nt8156
168156;10000000;nt8157
168157;10000000;nt8158
168158;10000000;nt8159
168159;10000000;nt8160
168160;10000000;nt8161
168161;10000000;nt8162
168162;10000000;nt8163
168163;10000000;nt8164
168164;10000000;nt8165
168165;10000000;nt8166
168166;10000000;nt8167
168167;10000000;nt8168
168168;10000000;nt8169
168169;10000000;nt8170
168170;10000000;nt8171
168171;10000000;nt8172
168172;10000000;nt8173
168173;10000000;nt8174
168174;10000000;nt8175
168175;10000000;nt8176
168176;10000000;nt8177
168177;10000000;nt8178
168178;10000000;nt8179
168179;10000000;nt8180
168180;10000000;nt8181
168181;10000000;nt8182
168182;10000000;nt8183
168183;10000000;nt8184
168184;10000000;nt8185
168185;10000000;nt8186
168186;10000000;nt8187
168187;10000000;nt8188
168188;10000000;nt8189
168189;10000000;nt8190
168190;10000000;nt8191
168191;10000000;nt8192
168192;10000000;nt8193
168193;10000000;nt8194
168194;10000000;nt8195
168195;10000000;nt8196
168196;10000000;nt8197
168197;10000000;nt8198
168198;10000000;nt8199
168199;10000000;nt8200
168200;10000000;nt8201
168201;10000000;nt8202
168202;10000000;nt8203
168203;10000000;nt8204
168204;10000000;nt8205
168205;10000000;nt8206
168206;10000000;nt8207
168207;10000000;nt8208
168208;10000000;nt8209
168209;10000000;nt8210
168210;10000000;nt8211
168211;10000000;nt8212
168212;10000000;nt8213
168213;10000000;nt8214
168214;10000000;nt8215
168215;10000000;nt8216
168216;10000000;nt8217
168217;10000000;nt8218
168218;10000000;nt8219
168219;10000000;nt8220
168220;10000000;nt8221
168221;10000000;nt8222
168222;10000000;nt8223
168223;10000000;nt8224
168224;10000000;nt8225
168225;10000000;nt8226
168226;10000000;nt8227
168227;10000000;nt8228
168228;10000000;nt8229
168229;10000000;nt8230
168230;10000000;nt8231
168231;10000000;nt8232
168232;10000000;nt8233
168233;10000000;nt8234
168234;10000000;nt8235
168235;10000000;nt8236
168236;10000000;nt8237
168237;10000000;nt8238
168238;10000000;nt8239
168239;10000000;nt8240
168240;10000000;nt8241
168241;10000000;nt8242
168242;10000000;nt8243
168243;10000000;nt8244
168244;10000000;nt8245
168245;10000000;nt8246
168246;10000000;nt8247
168247;10000000;nt8248
168248;10000000;nt8249
168249;10000000;nt8250
168250;10000000;nt8251
168251;10000000;nt8252
168252;10000000;nt8253
168253;10000000;nt8254
168254;10000000;nt8255
168255;10000000;nt8256
168256;10000000;nt8257
168257;10000000;nt8258
168258;10000000;nt8259
168259;10000000;nt8260
168260;10000000;nt8261
168261;10000000;nt8262
168262;10000000;nt8263
168263;10000000;nt8264
168264;10000000;nt8265
168265;10000000;nt8266
168266;10000000;nt8267
168267;10000000;nt8268
168268;10000000;nt8269
168269;10000000;nt8270
168270;10000000;nt8271
168271;10000000;nt8272
168272;10000000;nt8273
168273;10000000;nt8274
168274;10000000;nt8275
168275;10000000;nt8276
168276;10000000;nt8277
168277;10000000;nt8278
168278;10000000;nt8279
168279;10000000;nt8280
168280;10000000;nt8281
168281;10000000;nt8282
168282;10000000;nt8283
168283;10000000;nt8284
168284;10000000;nt8285
168285;10000000;nt8286
168286;10000000;nt8287
168287;10000000;nt8288
168288;10000000;nt8289
168289;10000000;nt8290
168290;10000000;nt8291
168291;10000000;nt8292
168292;10000000;nt8293
168293;10000000;nt8294
168294;10000000;nt8295
168295;10000000;nt8296
168296;10000000;nt8297
168297;10000000;nt8298
168298;10000000;nt8299
168299;10000000;nt8300
168300;10000000;nt8301
168301;10000000;nt8302
168302;10000000;nt8303
168303;10000000;nt8304
168304;10000000;nt8305
168305;10000000;nt8306
168306;10000000;nt8307
168307;10000000;nt8308
168308;10000000;nt8309
168309;10000000;nt8310
168310;10000000;nt8311
168311;10000000;nt8312
168312;10000000;nt8313
168313;10000000;nt8314
168314;10000000;nt8315
168315;10000000;nt8316
168316;10000000;nt8317
168317;10000000;nt8318
168318;10000000;nt8319
168319;10000000;nt8320
168320;10000000;nt8321
168321;10000000;nt8322
168322;10000000;nt8323
168323;10000000;nt8324
168324;10000000;nt8325
168325;10000000;nt8326
168326;10000000;nt8327
168327;10000000;nt8328
168328;10000000;nt8329
168329;10000000;nt8330
168330;10000000;nt8331
168331;10000000;nt8332
168332;10000000;nt8333
168333;10000000;nt8334
168334;10000000;nt8335
168335;10000000;nt8336
168336;10000000;nt8337
168337;10000000;nt8338
168338;10000000;nt8339
168339;10000000;nt8340
168340;10000000;nt8341
168341;10000000;nt8342
168342;10000000;nt8343
168343;10000000;nt8344
168344;10000000;nt8345
168345;10000000;nt8346
168346;10000000;nt8347
168347;10000000;nt8348
168348;10000000;nt8349
168349;10000000;nt8350
168350;10000000;nt8351
168351;10000000;nt8352
168352;10000000;nt8353
168353;10000000;nt8354
168354;10000000;nt8355
168355;10000000;nt8356
168356;10000000;nt8357
168357;10000000;nt8358
168358;10000000;nt8359
168359;10000000;nt8360
168360;10000000;nt8361
168361;10000000;nt8362
168362;10000000;nt8363
168363;10000000;nt8364
168364;10000000;nt8365
168365;10000000;nt8366
168366;10000000;nt8367
168367;10000000;nt8368
168368;10000000;nt8369
168369;10000000;nt8370
168370;10000000;nt8371
168371;10000000;nt8372
168372;10000000;nt8373
168373;10000000;nt8374
168374;10000000;nt8375
168375;10000000;nt8376
168376;10000000;nt8377
168377;10000000;nt8378
168378;10000000;nt8379
168379;10000000;nt8380
168380;10000000;nt8381
168381;10000000;nt8382
168382;10000000;nt8383
168383;10000000;nt8384
168384;10000000;nt8385
168385;10000000;nt8386
168386;10000000;nt8387
168387;10000000;nt8388
168388;10000000;nt8389
168389;10000000;nt8390
168390;10000000;nt8391
168391;10000000;nt8392
168392;10000000;nt8393
168393;10000000;nt8394
168394;10000000;nt8395
168395;10000000;nt8396
168396;10000000;nt8397
168397;10000000;nt8398
168398;10000000;nt8399
168399;10000000;nt8400
168400;10000000;nt8401
168401;10000000;nt8402
168402;10000000;nt8403
168403;10000000;nt8404
168404;10000000;nt8405
168405;10000000;nt8406
168406;10000000;nt8407
168407;10000000;nt8408
168408;10000000;nt8409
168409;10000000;nt8410
168410;10000000;nt8411
168411;10000000;nt8412
168412;10000000;nt8413
168413;10000000;nt8414
168414;10000000;nt8415
168415;10000000;nt8416
168416;10000000;nt8417
168417;10000000;nt8418
168418;10000000;nt8419
168419;10000000;nt8420
168420;10000000;nt8421
168421;10000000;nt8422
168422;10000000;nt8423
168423;10000000;nt8424
168424;10000000;nt8425
168425;10000000;nt8426
168426;10000000;nt8427
168427;10000000;nt8428
168428;10000000;nt8429
168429;10000000;nt8430
168430;10000000;nt8431
168431;10000000;nt8432
168432;10000000;nt8433
168433;10000000;nt8434
168434;10000000;nt8435
168435;10000000;nt8436
168436;10000000;nt8437
168437;10000000;nt8438
168438;10000000;nt8439
168439;10000000;nt8440
168440;10000000;nt8441
168441;10000000;nt8442
168442;10000000;nt8443
168443;10000000;nt8444
168444;10000000;nt8445
168445;10000000;nt8446
168446;10000000;nt8447
168447;10000000;nt8448
168448;10000000;nt8449
168449;10000000;nt8450
168450;10000000;nt8451
168451;10000000;nt8452
168452;10000000;nt8453
168453;10000000;nt8454
168454;10000000;nt8455
168455;10000000;nt8456
168456;10000000;nt8457
168457;10000000;nt8458
168458;10000000;nt8459
168459;10000000;nt8460
168460;10000000;nt8461
168461;10000000;nt8462
168462;10000000;nt8463
168463;10000000;nt8464
168464;10000000;nt8465
168465;10000000;nt8466
168466;10000000;nt8467
168467;10000000;nt8468
168468;10000000;nt8469
168469;10000000;nt8470
168470;10000000;nt8471
168471;10000000;nt8472
168472;10000000;nt8473
168473;10000000;nt8474
168474;10000000;nt8475
168475;10000000;nt8476
168476;10000000;nt8477
168477;10000000;nt8478
168478;10000000;nt8479
168479;10000000;nt8480
168480;10000000;nt8481
168481;10000000;nt8482
168482;10000000;nt8483
168483;10000000;nt8484
168484;10000000;nt8485
168485;10000000;nt8486
168486;10000000;nt8487
168487;10000000;nt8488
168488;10000000;nt8489
168489;10000000;nt8490
168490;10000000;nt8491
168491;10000000;nt8492
168492;10000000;nt8493
168493;10000000;nt8494
168494;10000000;nt8495
168495;10000000;nt8496
168496;10000000;nt8497
168497;10000000;nt8498
168498;10000000;nt8499
168499;10000000;nt8500
168500;10000000;nt8501
168501;10000000;nt8502
168502;10000000;nt8503
168503;10000000;nt8504
168504;10000000;nt8505
168505;10000000;nt8506
168506;10000000;nt8507
168507;10000000;nt8508
168508;10000000;nt8509
168509;10000000;nt8510
168510;10000000;nt8511
168511;10000000;nt8512
168512;10000000;nt8513
168513;10000000;nt8514
168514;10000000;nt8515
168515;10000000;nt8516
168516;10000000;nt8517
168517;10000000;nt8518
168518;10000000;nt8519
168519;10000000;nt8520
168520;10000000;nt8521
168521;10000000;nt8522
168522;10000000;nt8523
168523;10000000;nt8524
168524;10000000;nt8525
168525;10000000;nt8526
168526;10000000;nt8527
168527;10000000;nt8528
168528;10000000;nt8529
168529;10000000;nt8530
168530;10000000;nt8531
168531;10000000;nt8532
168532;10000000;nt8533
168533;10000000;nt8534
168534;10000000;nt8535
168535;10000000;nt8536
168536;10000000;nt8537
168537;10000000;nt8538
168538;10000000;nt8539
168539;10000000;nt8540
168540;10000000;nt8541
168541;10000000;nt8542
168542;10000000;nt8543
168543;10000000;nt8544
168544;10000000;nt8545
168545;10000000;nt8546
168546;10000000;nt8547
168547;10000000;nt8548
168548;10000000;nt8549
168549;10000000;nt8550
168550;10000000;nt8551
168551;10000000;nt8552
168552;10000000;nt8553
168553;10000000;nt8554
168554;10000000;nt8555
168555;10000000;nt8556
168556;10000000;nt8557
168557;10000000;nt8558
168558;10000000;nt8559
168559;10000000;nt8560
168560;10000000;nt8561
168561;10000000;nt8562
168562;10000000;nt8563
168563;10000000;nt8564
168564;10000000;nt8565
168565;10000000;nt8566
168566;10000000;nt8567
168567;10000000;nt8568
168568;10000000;nt8569
168569;10000000;nt8570
168570;10000000;nt8571
168571;10000000;nt8572
168572;10000000;nt8573
168573;10000000;nt8574
168574;10000000;nt8575
168575;10000000;nt8576
168576;10000000;nt8577
168577;10000000;nt8578
168578;10000000;nt8579
168579;10000000;nt8580
168580;10000000;nt8581
168581;10000000;nt8582
168582;10000000;nt8583
168583;10000000;nt8584
168584;10000000;nt8585
168585;10000000;nt8586
168586;10000000;nt8587
168587;10000000;nt8588
168588;10000000;nt8589
168589;10000000;nt8590
168590;10000000;nt8591
168591;10000000;nt8592
168592;10000000;nt8593
168593;10000000;nt8594
168594;10000000;nt8595
168595;10000000;nt8596
168596;10000000;nt8597
168597;10000000;nt8598
168598;10000000;nt8599
168599;10000000;nt8600
168600;10000000;nt8601
168601;10000000;nt8602
168602;10000000;nt8603
168603;10000000;nt8604
168604;10000000;nt8605
168605;10000000;nt8606
168606;10000000;nt8607
168607;10000000;nt8608
168608;10000000;nt8609
168609;10000000;nt8610
168610;10000000;nt8611
168611;10000000;nt8612
168612;10000000;nt8613
168613;10000000;nt8614
168614;10000000;nt8615
168615;10000000;nt8616
168616;10000000;nt8617
168617;10000000;nt8618
168618;10000000;nt8619
168619;10000000;nt8620
168620;10000000;nt8621
168621;10000000;nt8622
168622;10000000;nt8623
168623;10000000;nt8624
168624;10000000;nt8625
168625;10000000;nt8626
168626;10000000;nt8627
168627;10000000;nt8628
168628;10000000;nt8629
168629;10000000;nt8630
168630;10000000;nt8631
168631;10000000;nt8632
168632;10000000;nt8633
168633;10000000;nt8634
168634;10000000;nt8635
168635;10000000;nt8636
168636;10000000;nt8637
168637;10000000;nt8638
168638;10000000;nt8639
168639;10000000;nt8640
168640;10000000;nt8641
168641;10000000;nt8642
168642;10000000;nt8643
168643;10000000;nt8644
168644;10000000;nt8645
168645;10000000;nt8646
168646;10000000;nt8647
168647;10000000;nt8648
168648;10000000;nt8649
168649;10000000;nt8650
168650;10000000;nt8651
168651;10000000;nt8652
168652;10000000;nt8653
168653;10000000;nt8654
168654;10000000;nt8655
168655;10000000;nt8656
168656;10000000;nt8657
168657;10000000;nt8658
168658;10000000;nt8659
168659;10000000;nt8660
168660;10000000;nt8661
168661;10000000;nt8662
168662;10000000;nt8663
168663;10000000;nt8664
168664;10000000;nt8665
168665;10000000;nt8666
168666;10000000;nt8667
168667;10000000;nt8668
168668;10000000;nt8669
168669;10000000;nt8670
168670;10000000;nt8671
168671;10000000;nt8672
168672;10000000;nt8673
168673;10000000;nt8674
168674;10000000;nt8675
168675;10000000;nt8676
168676;10000000;nt8677
168677;10000000;nt8678
168678;10000000;nt8679
168679;10000000;nt8680
168680;10000000;nt8681
168681;10000000;nt8682
168682;10000000;nt8683
168683;10000000;nt8684
168684;10000000;nt8685
168685;10000000;nt8686
168686;10000000;nt8687
168687;10000000;nt8688
168688;10000000;nt8689
168689;10000000;nt8690
168690;10000000;nt8691
168691;10000000;nt8692
168692;10000000;nt8693
168693;10000000;nt8694
168694;10000000;nt8695
168695;10000000;nt8696
168696;10000000;nt8697
168697;10000000;nt8698
168698;10000000;nt8699
168699;10000000;nt8700
168700;10000000;nt8701
168701;10000000;nt8702
168702;10000000;nt8703
168703;10000000;nt8704
168704;10000000;nt8705
168705;10000000;nt8706
168706;10000000;nt8707
168707;10000000;nt8708
168708;10000000;nt8709
168709;10000000;nt8710
168710;10000000;nt8711
168711;10000000;nt8712
168712;10000000;nt8713
168713;10000000;nt8714
168714;10000000;nt8715
168715;10000000;nt8716
168716;10000000;nt8717
168717;10000000;nt8718
168718;10000000;nt8719
168719;10000000;nt8720
168720;10000000;nt8721
168721;10000000;nt8722
168722;10000000;nt8723
168723;10000000;nt8724
168724;10000000;nt8725
168725;10000000;nt8726
168726;10000000;nt8727
168727;10000000;nt8728
168728;10000000;nt8729
168729;10000000;nt8730
168730;10000000;nt8731
168731;10000000;nt8732
168732;10000000;nt8733
168733;10000000;nt8734
168734;10000000;nt8735
168735;10000000;nt8736
168736;10000000;nt8737
168737;10000000;nt8738
168738;10000000;nt8739
168739;10000000;nt8740
168740;10000000;nt8741
168741;10000000;nt8742
168742;10000000;nt8743
168743;10000000;nt8744
168744;10000000;nt8745
168745;10000000;nt8746
168746;10000000;nt8747
168747;10000000;nt8748
168748;10000000;nt8749
168749;10000000;nt8750
168750;10000000;nt8751
168751;10000000;nt8752
168752;10000000;nt8753
168753;10000000;nt8754
168754;10000000;nt8755
168755;10000000;nt8756
168756;10000000;nt8757
168757;10000000;nt8758
168758;10000000;nt8759
168759;10000000;nt8760
168760;10000000;nt8761
168761;10000000;nt8762
168762;10000000;nt8763
168763;10000000;nt8764
168764;10000000;nt8765
168765;10000000;nt8766
168766;10000000;nt8767
168767;10000000;nt8768
168768;10000000;nt8769
168769;10000000;nt8770
168770;10000000;nt8771
168771;10000000;nt8772
168772;10000000;nt8773
168773;10000000;nt8774
168774;10000000;nt8775
168775;10000000;nt8776
168776;10000000;nt8777
168777;10000000;nt8778
168778;10000000;nt8779
168779;10000000;nt8780
168780;10000000;nt8781
168781;10000000;nt8782
168782;10000000;nt8783
168783;10000000;nt8784
168784;10000000;nt8785
168785;10000000;nt8786
168786;10000000;nt8787
168787;10000000;nt8788
168788;10000000;nt8789
168789;10000000;nt8790
168790;10000000;nt8791
168791;10000000;nt8792
168792;10000000;nt8793
168793;10000000;nt8794
168794;10000000;nt8795
168795;10000000;nt8796
168796;10000000;nt8797
168797;10000000;nt8798
168798;10000000;nt8799
168799;10000000;nt8800
168800;10000000;nt8801
168801;10000000;nt8802
168802;10000000;nt8803
168803;10000000;nt8804
168804;10000000;nt8805
168805;10000000;nt8806
168806;10000000;nt8807
168807;10000000;nt8808
168808;10000000;nt8809
168809;10000000;nt8810
168810;10000000;nt8811
168811;10000000;nt8812
168812;10000000;nt8813
168813;10000000;nt8814
168814;10000000;nt8815
168815;10000000;nt8816
168816;10000000;nt8817
168817;10000000;nt8818
168818;10000000;nt8819
168819;10000000;nt8820
168820;10000000;nt8821
168821;10000000;nt8822
